Unnamed: 0,ID,PRODUCT,PROD_LVL,SPECIALTY,SP_SOURCE,WEEK,INDICATION,MARKET_FLAG,METRIC,TOTAL_RX,ORIGINAL_TOTAL_RX,MONTH,YEAR,Anomaly Introduced,pred,month,predicted,residuals,anomaly,upper_threshold,lower_threshold,residual_category
34797,gxBO1Q2j,Brand11,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,12.64,12.64,10,2023,No,0,Oct,29.702187,17.062186584472656,False,161.54438972741698,-53.43691103173827,Not Anomalous
26352,E0WyBN9z,Brand4,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,TRX,770.9807,770.9807,10,2023,No,0,Oct,332.66122,438.3194756347656,False,461.76251309765627,-170.0425363154297,Not Anomalous
26354,ejFDOgyV,Brand37,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,TRX,99.9177,99.9177,10,2023,No,0,Oct,234.11879,134.20108967285157,False,139.26892806216432,-52.7570585309143,Not Anomalous
34813,L7Y0s9AN,Brand11,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,12.64,12.64,10,2023,No,0,Oct,79.40254,66.76254211425781,False,161.54438972741698,-53.43691103173827,Not Anomalous
26356,K2X91BAd,Brand16,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,MOTRX,4.9463,4.9463,10,2023,No,0,Oct,-9.333684,14.279983967590333,False,145.95296369326783,-56.09054353335572,Not Anomalous
26357,VMdblrPa,Brand22,2,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,TRX,273.6666,273.6666,10,2023,No,0,Oct,220.12933,53.53726650390627,False,214.81473926696776,-78.4324989715576,Not Anomalous
26358,NE1MHglI,Brand19,2,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,63.3084,63.3084,10,2023,No,0,Oct,95.54319,32.23479000244141,False,167.09792920574952,-67.40250277752685,Not Anomalous
26359,Z8cVda9d,Brand10,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,344.4427,344.4427,10,2023,No,0,Oct,156.70583,187.73687419433594,False,293.4089956499939,-130.63337738827516,Not Anomalous
26360,j2liioaC,Brand22,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,5.4625,5.4625,10,2023,No,0,Oct,46.312073,40.84957275390625,False,180.86158741458127,-74.79191398928832,Not Anomalous
26362,VIR5ZfCC,Brand14,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,27.4777,27.4777,10,2023,No,1,Oct,258.17538,230.69768452148438,True,174.2865703819275,-71.04956354599001,Low
26382,SrgjwuCy,Brand31,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,107.2888,107.2888,10,2023,No,0,Oct,107.588455,0.29965520019531766,False,202.76317732946774,-81.10440958044431,Not Anomalous
26402,k1hJArQc,Brand2,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,TRX,3721.8317,3721.8317,10,2023,No,1,Oct,1841.8674,1879.9642683593752,True,1092.7792730648805,-481.58751671722416,Low
26384,gxOHtaGu,Brand14,1,NP,PHARMACY,2023-10-02,Indication4,Oral Market,MOTRX,1.0466,1.0466,10,2023,No,0,Oct,58.114063,57.067463262939455,False,174.2865703819275,-71.04956354599001,Not Anomalous
26413,YlJlobio,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,TRX,16.3646,16.3646,10,2023,No,0,Oct,28.019062,11.654462042236329,False,252.16189322576906,-103.81245372381592,Not Anomalous
26414,YYbmd9HP,Brand9,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,MOTRX,2.7258,2.7258,10,2023,No,0,Oct,-81.85113,84.57692762451173,False,260.88940531921384,-96.61934001159666,Not Anomalous
26415,Zr6bTR8M,Brand29,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,MOTRX,71.3275,71.3275,10,2023,No,1,Oct,1504.6056,1433.2780908203124,True,277.50754700268556,-112.47144015454103,Low
26416,ygeeGWq4,Brand12,2,NP,PHARMACY,2023-10-02,Indication6,IV Market,NBRX,0.0,0.0,10,2023,No,0,Oct,-23.709457,23.709457397460938,False,152.41129333837893,-47.86098921240235,Not Anomalous
26417,yFyWX7Ul,Brand19,2,PED,PHARMACY,2023-10-02,Indication7,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,-3.9191446,3.919144630432129,False,129.26438275421143,-32.90152945220949,Not Anomalous
26418,3VByBr0G,Brand15,2,PED,PHARMACY,2023-10-02,Indication5,Other Market,NBRX,0.0,0.0,10,2023,No,0,Oct,45.245605,45.24560546875,False,369.7264127851563,-154.05707571240237,Not Anomalous
26419,4Jt3ooZC,Brand31,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,107.588455,107.58845520019531,False,202.76317732946774,-81.10440958044431,Not Anomalous
26420,T81Mlh9s,Brand18,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,0.5,0.5,10,2023,No,0,Oct,1.8084712,1.3084712028503418,False,111.77350389904782,-34.03842491345213,Not Anomalous
26411,LZ7qg1Of,Brand17,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,5.6673,5.6673,10,2023,No,0,Oct,-103.67278,109.34008289794922,False,246.51727530932618,-85.53576356616213,Not Anomalous
39804,YAdq9cXq,Brand11,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,NBRX,1.4183,1.4183,10,2023,No,0,Oct,14.307608,12.889307650756836,False,287.687635024231,-118.80187021710205,Not Anomalous
26423,Dle5i9Fr,Brand14,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,17.8909,17.8909,10,2023,No,0,Oct,142.47902,124.58811916503906,False,163.92952222888184,-53.99768202502442,Not Anomalous
26424,IkmqOzQz,Brand39,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,3.047,3.047,10,2023,No,0,Oct,32.83116,29.784161499023437,False,129.22330888427734,-40.775599808349604,Not Anomalous
26339,k3pTsy9D,Brand9,2,NP,MEDICAL BENEFIT,2023-10-02,Indication6,IV Market,TRX,40.6299,40.6299,10,2023,No,1,Oct,514.9809,474.35099599609373,True,260.88940531921384,-96.61934001159666,Low
26425,fYKTk71S,Brand14,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,0.3854,0.3854,10,2023,No,0,Oct,138.472,138.0866001220703,False,163.92952222888184,-53.99768202502442,Not Anomalous
26426,xZjfX1sh,Brand14,2,NP,PHARMACY,2023-10-02,Indication10,Not Available,MOTRX,1.5091,1.5091,10,2023,No,0,Oct,-19.188316,20.697416345214844,False,174.2865703819275,-71.04956354599001,Not Anomalous
26429,qvYEcL1I,Brand41,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,137.4738,137.4738,10,2023,No,0,Oct,-38.44106,175.91485911254884,False,249.05180052194214,-88.03706235818481,Not Anomalous
26427,0B4y1emd,Brand29,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,413.8196,413.8196,10,2023,No,1,Oct,-29.693647,443.51324738464353,True,277.50754700268556,-112.47144015454103,Low
39785,NvPdvNde,Brand11,2,NP,PHARMACY,2023-10-02,Indication10,Not Available,NBRX,1.4183,1.4183,10,2023,No,0,Oct,15.615984,14.197683963012695,False,287.687635024231,-118.80187021710205,Not Anomalous
26422,fr8ixM3c,Brand17,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,3.6853,3.6853,10,2023,No,0,Oct,20.943748,17.258448474121096,False,123.7145403911133,-44.559504172851575,Not Anomalous
26410,utrix7bs,Brand21,1,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,MOTRX,7408.7547,7408.7547,10,2023,No,1,Oct,3448.6023,3960.1524050781254,True,342.8244003901367,-139.67040627392575,Low
26409,sG9u4rNd,Brand15,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,MOTRX,18.5732,18.5732,10,2023,No,0,Oct,57.281586,38.708385693359375,False,252.16189322576906,-103.81245372381592,Not Anomalous
26408,08XoBtVj,Brand4,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,8.7991,8.7991,10,2023,No,1,Oct,3294.011,3285.211886328125,True,544.1072336038818,-234.97761136267093,Low
26385,KL4WTLaR,Brand5,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,11.012404,11.012404441833496,False,236.32560347192384,-100.64219257104493,Not Anomalous
26386,BriIZSSX,Brand30,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,246.2881343,246.2881343,10,2023,No,0,Oct,480.68326,234.39512375664063,False,316.96051964477533,-119.89236394409176,Not Anomalous
26387,4km7y9Er,Brand4,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,TRX,3878.1299,3878.1299,10,2023,No,1,Oct,979.0356,2899.094316503906,True,544.1072336038818,-234.97761136267093,Low
26388,wFI8fwXI,Brand7,2,PED,PHARMACY,2023-10-02,Indication7,Not Available,MOTRX,32.0751,32.0751,10,2023,No,0,Oct,1063.4137,1031.3385962890625,False,2157.2671585795897,-820.7171464702151,Not Anomalous
26389,9BBia8bM,Brand23,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,-90.76429,90.76428985595703,False,339.53955444067384,-129.00399793432615,Not Anomalous
26390,ScbZKUbN,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,230.0666,230.0666,10,2023,No,0,Oct,40.33557,189.7310287109375,False,527.5507865922852,-205.51809088916016,Not Anomalous
26391,nd2D1Coa,Brand6,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,17.3094,17.3094,10,2023,No,0,Oct,12.473013,4.836387075805664,False,388.6709914111329,-167.30779719726567,Not Anomalous
26392,3eHAW6Pj,Brand8,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,0.9207,0.9207,10,2023,No,0,Oct,-44.80862,45.729320452880856,False,527.5507865922852,-205.51809088916016,Not Anomalous
26393,OFkVcxXN,Brand1,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,TRX,2.0121,2.0121,10,2023,No,0,Oct,-11.29571,13.307809609985352,False,326.91918591369614,-123.15046228088372,Not Anomalous
26394,dHyygAyv,Brand6,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,TRX,9.2254,9.2254,10,2023,No,0,Oct,49.37771,40.15230843505859,False,196.84603780755612,-82.47738343743896,Not Anomalous
26395,l8zjurTT,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,NBRX,0.0,0.0,10,2023,No,0,Oct,-2.6691122,2.669112205505371,False,252.16189322576906,-103.81245372381592,Not Anomalous
26396,JXfYn5BU,Brand5,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,NBRX,1.6676,1.6676,10,2023,No,0,Oct,14.901878,13.234278356933594,False,236.32560347192384,-100.64219257104493,Not Anomalous
26397,NmuUjNTE,Brand35,1,PED,MEDICAL BENEFIT,2023-10-02,Indication5,Not Available,MOTRX,600.6957,600.6957,10,2023,No,0,Oct,659.54785,58.85215156250001,False,154.51108596289063,-46.1211234506836,Not Anomalous
26398,vQLaKQQz,Brand8,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,2.7258,2.7258,10,2023,No,0,Oct,-169.45609,172.18188520507812,False,527.5507865922852,-205.51809088916016,Not Anomalous
26399,smgivc6V,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,TRX,5366.1382,5366.1382,10,2023,No,1,Oct,2186.601,3179.5371257812503,True,527.5507865922852,-205.51809088916016,Low
26400,Dm7AP7vk,Brand15,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,MOTRX,1.5024,1.5024,10,2023,No,0,Oct,57.281586,55.77918569335937,False,252.16189322576906,-103.81245372381592,Not Anomalous
26401,vMIAgAMZ,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,NBRX,0.0,0.0,10,2023,No,0,Oct,-2.6691122,2.669112205505371,False,252.16189322576906,-103.81245372381592,Not Anomalous
26404,u6IgEeXq,Brand22,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,40.0165,40.0165,10,2023,No,0,Oct,14.18189,25.83461046600342,False,214.81473926696776,-78.4324989715576,Not Anomalous
26406,z4PDvIbT,Brand7,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,52.8527,52.8527,10,2023,No,1,Oct,1858.3048,1805.4521095703126,True,1079.735429128296,-455.56187615588374,Low
26383,cUMGf9Sa,Brand14,1,NP,PHARMACY,2023-10-02,Indication4,Oral Market,NBRX,0.0,0.0,10,2023,No,0,Oct,2.3740609,2.374060869216919,False,174.2865703819275,-71.04956354599001,Not Anomalous
26338,5zixfDPh,Brand15,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,NBRX,1.6063,1.6063,10,2023,No,0,Oct,6.62848,5.022179957580566,False,252.16189322576906,-103.81245372381592,Not Anomalous
26292,pFFfT1jl,Brand19,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,TRX,2.7165,2.7165,10,2023,No,0,Oct,25.915264,23.198764129638672,False,167.09792920574952,-67.40250277752685,Not Anomalous
26336,gIGYtyKi,Brand3,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,TRX,9.5694,9.5694,10,2023,No,0,Oct,-81.86317,91.43256680908203,False,281.24972348950195,-107.4677509797363,Not Anomalous
26271,2IkoBgMC,Brand23,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,2.4515,2.4515,10,2023,No,0,Oct,-24.18385,26.635349334716796,False,385.40750783068853,-146.99200780627444,Not Anomalous
26272,RHYQSulM,Brand2,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,7822.5545,7822.5545,10,2023,No,1,Oct,2912.3628,4910.19170703125,True,1092.7792730648805,-481.58751671722416,Medium
40050,FohR1yAk,Brand11,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,1.251,1.251,10,2023,No,0,Oct,93.159134,91.90813391113281,False,287.687635024231,-118.80187021710205,Not Anomalous
26274,A8byGOZZ,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication6,Not Available,NBRX,75.2998,75.2998,10,2023,No,0,Oct,18.41493,56.884869656372075,False,527.5507865922852,-205.51809088916016,Not Anomalous
40049,v1Bp4WmP,Brand11,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,1.251,1.251,10,2023,No,0,Oct,260.89725,259.64624731445315,False,287.687635024231,-118.80187021710205,Not Anomalous
26276,cfSmzmVp,Brand2,1,PED,PHARMACY,2023-10-02,Indication7,Other Market,MOTRX,3172.4055,3172.4055,10,2023,No,0,Oct,2529.7102,642.6952949218748,False,1799.457796226074,-752.4386996440429,Not Anomalous
26277,mIYiSTJ0,Brand4,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,TRX,1444.9721,1444.9721,10,2023,No,1,Oct,598.5482,846.4238822265625,True,544.1072336038818,-234.97761136267093,Low
26278,a9qTvEyO,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication4,Not Available,NBRX,60.1265,60.1265,10,2023,No,0,Oct,-40.81689,100.94339071655273,False,527.5507865922852,-205.51809088916016,Not Anomalous
26270,ytEc1pDs,Brand7,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,MOTRX,1.3635,1.3635,10,2023,No,0,Oct,-53.023514,54.387013793945314,False,1079.735429128296,-455.56187615588374,Not Anomalous
26279,si7gbCai,Brand9,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,TRX,2.9107,2.9107,10,2023,No,0,Oct,30.466951,27.55625137023926,False,260.88940531921384,-96.61934001159666,Not Anomalous
26282,skS6YmlG,Brand4,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,232.4754,232.4754,10,2023,No,0,Oct,519.1522,286.67682167968746,False,544.1072336038818,-234.97761136267093,Not Anomalous
26283,D1vgcNP2,Brand8,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,6.8773,6.8773,10,2023,No,0,Oct,-36.827415,43.70471546630859,False,527.5507865922852,-205.51809088916016,Not Anomalous
26284,Obu0sWVL,Brand21,1,NP,MEDICAL BENEFIT,2023-10-02,Indication6,Not Available,MOTRX,533.1362,533.1362,10,2023,No,0,Oct,506.52866,26.607543994140656,False,342.8244003901367,-139.67040627392575,Not Anomalous
26285,B2ZWiKOp,Brand24,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,646.9038,646.9038,10,2023,No,1,Oct,1296.3112,649.4073572265625,True,230.90662303582764,-97.1732473522339,Low
26286,JAiLyfhZ,Brand6,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,4287.1867,4287.1867,10,2023,No,1,Oct,1445.854,2841.33269609375,True,196.84603780755612,-82.47738343743896,Low
26287,LuJn7v6t,Brand5,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,86.1377,86.1377,10,2023,No,1,Oct,656.4769,570.3392287109375,True,236.32560347192384,-100.64219257104493,Low
26288,Sk7IMKg0,Brand7,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,1.5037,1.5037,10,2023,No,0,Oct,48.412395,46.90869547729492,False,1079.735429128296,-455.56187615588374,Not Anomalous
26289,wOxH3GRz,Brand31,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,60.3238,60.3238,10,2023,No,0,Oct,16.95396,43.36983958129883,False,233.99830004943846,-85.34975402893066,Not Anomalous
26280,3HcBgwIa,Brand5,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,6.7655,6.7655,10,2023,No,0,Oct,60.3952,53.62969882202148,False,236.32560347192384,-100.64219257104493,Not Anomalous
26290,VqgkL7kR,Brand15,2,NP,PHARMACY,2023-10-02,Indication4,Other Market,TRX,1036.7404,1036.7404,10,2023,No,1,Oct,280.00085,756.7395455078124,True,252.16189322576906,-103.81245372381592,Low
26269,tqAseB74,Brand4,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,MOTRX,1.3357,1.3357,10,2023,No,0,Oct,56.930096,55.59439567260742,False,544.1072336038818,-234.97761136267093,Not Anomalous
26267,unksGE8P,Brand35,1,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,MOTRX,273.0435,273.0435,10,2023,No,0,Oct,145.2723,127.77120690917968,False,232.14794659118652,-74.31075405578613,Not Anomalous
26250,AUtS8Jyk,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication9,Not Available,TRX,10.1575,10.1575,10,2023,No,0,Oct,54.22717,44.069669036865236,False,527.5507865922852,-205.51809088916016,Not Anomalous
26251,WaZVrSd0,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication9,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,-25.253815,25.253814697265625,False,527.5507865922852,-205.51809088916016,Not Anomalous
26252,2AtSOXIe,Brand22,2,NP,PHARMACY,2023-10-02,Indication9,Not Available,TRX,1.3007,1.3007,10,2023,No,0,Oct,-9.028051,10.328751376342773,False,180.86158741458127,-74.79191398928832,Not Anomalous
26253,8aaqgk6q,Brand21,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,TRX,1.6133,1.6133,10,2023,No,0,Oct,-35.78751,37.40080991821289,False,342.8244003901367,-139.67040627392575,Not Anomalous
26430,8fcgsl2m,Brand14,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,TRX,1.3915,1.3915,10,2023,No,0,Oct,-0.28369433,1.675194326877594,False,174.2865703819275,-71.04956354599001,Not Anomalous
26254,vQ3ROkUm,Brand5,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,NBRX,0.9777,0.9777,10,2023,No,0,Oct,67.085205,66.107505078125,False,236.32560347192384,-100.64219257104493,Not Anomalous
26255,qEydq3PF,Brand3,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,2.2976139,2.2976138591766357,False,254.13225385144042,-112.20067562878418,Not Anomalous
26256,mlVwHCPY,Brand21,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,3.047,3.047,10,2023,No,0,Oct,102.35002,99.30302136230469,False,288.7636989465332,-90.95185037475586,Not Anomalous
26268,6o2OoglG,Brand37,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,0.0,0.0,10,2023,No,0,Oct,0.10107951,0.10107950866222382,False,86.03303210839843,-17.63646254663086,Not Anomalous
