ID,PRODUCT,PROD_LVL,SPECIALTY,SP_SOURCE,WEEK,INDICATION,MARKET_FLAG,METRIC,TOTAL_RX,MONTH,YEAR,pred,month,predicted,residuals,anomaly,upper_threshold,lower_threshold,residual_category
YAdq9cXq,Brand11,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,NBRX,1.4183,10,2023,0,Oct,4.831392,4.831349989371366,False,50.19924621250455,3.5649909553408903,Not Anomalous
OFkVcxXN,Brand1,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,TRX,2.0121,10,2023,0,Oct,15.292707,15.292648111611301,False,22.195404620174493,8.389916761709861,Not Anomalous
JXfYn5BU,Brand5,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,NBRX,1.6676,10,2023,1,Oct,14.059903,14.059853971624594,True,143.37394210807065,39.86859400169184,Low
NmuUjNTE,Brand35,1,PED,MEDICAL BENEFIT,2023-10-02,Indication5,Not Available,MOTRX,600.6957,10,2023,1,Oct,581.27405,581.2563348886806,True,275.13596584104795,-137.89454536333199,Low
vQLaKQQz,Brand8,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,2.7258,10,2023,0,Oct,0.43520936,0.4351289869054788,False,16.075031543719255,-5.918340368165124,Not Anomalous
Dm7AP7vk,Brand15,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,MOTRX,1.5024,10,2023,1,Oct,7.0028462,7.002801939106301,True,3.34952591095925,-1.2825227630613947,Low
vMIAgAMZ,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,NBRX,0.0,10,2023,0,Oct,-2.3253715,2.325371503829956,False,5.326928863873403,0.7636866684846519,Not Anomalous
u6IgEeXq,Brand22,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,40.0165,10,2023,0,Oct,46.198204,46.19702405741915,False,154.95284581366096,-64.90609141254717,Not Anomalous
l8zjurTT,Brand15,2,NP,PHARMACY,2023-10-02,Indication8,Other Market,NBRX,0.0,10,2023,0,Oct,-2.3253715,2.325371503829956,False,5.326928863873403,0.7636866684846519,Not Anomalous
0B4y1emd,Brand29,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,413.8196,10,2023,0,Oct,186.38954,186.37733915604943,False,293.5189575057194,-139.32459948002827,Not Anomalous
4jnQcAtX,Brand29,1,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,99.794,10,2023,0,Oct,71.488014,71.48507155418407,False,293.5189575057194,-139.32459948002827,Not Anomalous
qvYEcL1I,Brand41,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,137.4738,10,2023,0,Oct,129.18993,129.18587240058605,False,198.92280110371036,-6.434932638993,Not Anomalous
8Vh3DmF4,Brand10,1,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,29.9937,10,2023,0,Oct,-15.396851,15.397735022591187,False,392.44951255269325,-168.89288065501583,Not Anomalous
3xv3wiWg,Brand24,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,NBRX,1.1487,10,2023,0,Oct,1.3331239,1.3330900501553924,False,12.460837272836505,-4.400841787738714,Not Anomalous
lnpoD9bZ,Brand40,2,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,18.509,10,2023,0,Oct,25.729818,25.72927256156777,False,312.71430504849684,-126.35250182656388,Not Anomalous
DiOfSQ12,Brand29,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,11.1951,10,2023,0,Oct,4.4209847,4.420654630475523,False,293.5189575057194,-139.32459948002827,Not Anomalous
whTJpTqJ,Brand30,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,963.847589,10,2023,0,Oct,237.05017,237.02174952540653,False,343.69769611326853,31.167153338722365,Not Anomalous
guFIfyO2,Brand16,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,10,2023,0,Oct,1.741253,1.7412530183792114,False,33.115266890434974,-14.135551075795071,Not Anomalous
TWyP7xhw,Brand3,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,1080.7219,10,2023,0,Oct,1336.7434,1336.7115405088825,False,1620.6820271826532,-665.3348644967823,Not Anomalous
gtDZmOQV,Brand7,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,345.8515,10,2023,1,Oct,69.859695,69.84949716815662,True,635.8453664229099,364.47708955313334,Low
5YydutsQ,Brand5,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,325.9753,10,2023,0,Oct,207.52118,207.5115670305461,False,375.74961421255836,-132.92452464111378,Not Anomalous
OaJO4sMt,Brand10,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,98.758,10,2023,0,Oct,19.711628,19.708715842158796,False,392.44951255269325,-168.89288065501583,Not Anomalous
ate7aLFu,Brand22,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,5.6066,10,2023,0,Oct,8.981201,8.981035847738847,False,154.95284581366096,-64.90609141254717,Not Anomalous
gxOHtaGu,Brand14,1,NP,PHARMACY,2023-10-02,Indication4,Oral Market,MOTRX,1.0466,10,2023,0,Oct,39.130028,39.129996909468446,False,56.95137780514939,6.692021426898864,Not Anomalous
KMSBjrEL,Brand19,2,NP,PHARMACY,2023-10-02,Indication6,Other Market,NBRX,1.1648,10,2023,1,Oct,-0.4561178,0.456152155758815,True,145.56598910192105,45.78275776495534,Low
AfqpdQln,Brand24,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,TRX,6.1151,10,2023,0,Oct,7.028233,7.028052732813801,False,24.104986353987204,-8.119107830918805,Not Anomalous
4zKx50Qu,Brand36,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,TRX,102.6824,10,2023,0,Oct,240.55595,240.55292614103783,False,354.3537578085648,123.86187724443026,Not Anomalous
VH1a53LW,Brand3,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,74.1153,10,2023,0,Oct,72.39171,72.38952290547775,False,1620.6820271826532,-665.3348644967823,Not Anomalous
xdUYX7zA,Brand42,2,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,122.8134,10,2023,0,Oct,122.87751,122.87388862121225,False,196.92156822148078,-91.22790094453462,Not Anomalous
XvVwFPiM,Brand29,1,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,TRX,1137.6523,10,2023,1,Oct,1227.3632,1227.3296127551628,True,293.5189575057194,-139.32459948002827,Low
QcUckY6b,Brand1,2,NP,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,NBRX,9.9979,10,2023,1,Oct,193.57121,193.57091795633679,True,57.787813152372564,-26.98313125457329,Low
8fcgsl2m,Brand14,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,TRX,1.3915,10,2023,0,Oct,3.9975479,3.9975068331771557,False,14.820487694840809,-7.161193343813656,Not Anomalous
gmLipBeH,Brand6,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,150.3944,10,2023,0,Oct,160.73563,160.73119147874502,False,275.4341934946946,46.025933864332565,Not Anomalous
LXAFl8z6,Brand6,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,TRX,727.8742,10,2023,0,Oct,299.22256,299.20110156928365,False,363.12155297098025,235.31108429285723,Not Anomalous
6YztbyiU,Brand14,2,NP,PHARMACY,2023-10-02,Indication8,Not Available,NBRX,0.0,10,2023,0,Oct,-3.661924,3.661923885345459,False,14.820487694840809,-7.161193343813656,Not Anomalous
CmEZHxWM,Brand30,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,TRX,29.45502669,10,2023,0,Oct,15.624161,15.623292214030858,False,157.98094614774894,-74.92370164492505,Not Anomalous
5tK9QR1l,Brand30,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,TRX,243.2344121,10,2023,1,Oct,196.83313,196.82595752896822,True,157.98094614774894,-74.92370164492505,Low
ZPFlTwV0,Brand11,2,NP,PHARMACY,2023-10-02,Indication9,Not Available,MOTRX,1.4426,10,2023,0,Oct,16.918856,16.91881312857061,False,30.887527124657705,-11.14269815346292,Not Anomalous
YpX39R02,Brand11,1,NP,PHARMACY,2023-10-02,Indication9,Not Available,MOTRX,1.4426,10,2023,0,Oct,15.288495,15.28845252523809,False,30.887527124657705,-11.14269815346292,Not Anomalous
H9DhIFq9,Brand14,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,12.2233,10,2023,0,Oct,49.032692,49.03233152205707,False,131.16046499938008,-23.447068729885956,Not Anomalous
unPvffwB,Brand4,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,0.0,10,2023,0,Oct,0.631248,0.6312479972839355,False,288.7441716294287,-130.99930904426353,Not Anomalous
byXJYmXZ,Brand8,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,TRX,115.178,10,2023,1,Oct,594.0044,594.0009982298634,True,310.00238077510187,-143.0454858679891,Low
VyG6lHdN,Brand24,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,38.6938,10,2023,0,Oct,26.659182,26.65804061474313,False,776.8827245862092,-314.96926459322975,Not Anomalous
UG7wVx5E,Brand4,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,TRX,11.0407,10,2023,0,Oct,220.02504,220.0247141111582,False,342.84920920789625,37.507714131607685,Not Anomalous
jyC0cTdH,Brand10,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,0.3543,10,2023,1,Oct,3.5105493,3.510538859478675,True,170.27637569995747,48.75592236598206,Low
lEyxIT0S,Brand6,1,PED,PHARMACY,2023-10-02,Indication7,Not Available,MOTRX,93.4077,10,2023,0,Oct,80.765686,80.76293168362187,False,95.65068256032423,53.982840216205055,Not Anomalous
G19iOHaO,Brand14,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,11.4737,10,2023,0,Oct,2.2831538,2.282815442610433,False,131.16046499938008,-23.447068729885956,Not Anomalous
d89NLQlm,Brand4,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,49.5627,10,2023,0,Oct,67.681656,67.68019440792794,False,288.7441716294287,-130.99930904426353,Not Anomalous
cUMGf9Sa,Brand14,1,NP,PHARMACY,2023-10-02,Indication4,Oral Market,NBRX,0.0,10,2023,1,Oct,2.0714414,2.071441411972046,True,56.95137780514939,6.692021426898864,Low
geFxwWj0,Brand4,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,1.7606,10,2023,0,Oct,-8.721154,8.721206128493007,False,288.7441716294287,-130.99930904426353,Not Anomalous
4O8uZfiF,Brand30,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,3.742459398,10,2023,0,Oct,2.9443867,2.9442763652071533,False,10.970152400264501,-0.816160371801766,Not Anomalous
9CSZKSd7,Brand9,2,NP,PHARMACY,2023-10-02,Indication4,IV Market,MOTRX,53.7275,10,2023,0,Oct,18.831766,18.830181843496483,False,24.063739944829447,9.029515897237115,Not Anomalous
TZybdWZL,Brand8,1,NP,MEDICAL BENEFIT,2023-10-02,Indication10,Not Available,TRX,11.4462,10,2023,0,Oct,9.791748,9.791410528035197,False,21.071978168087796,-1.489705610356682,Not Anomalous
KsVmZ7iX,Brand36,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,33.9608,10,2023,1,Oct,37.230225,37.22922319320065,True,354.3537578085648,123.86187724443026,Low
OJ9tmmss,Brand5,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,MOTRX,56.9679,10,2023,0,Oct,107.66259,107.66091019079511,False,143.37394210807065,39.86859400169184,Not Anomalous
3ZUhkxNW,Brand3,1,NP,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,1096.0452,10,2023,0,Oct,853.7617,853.7293992112643,False,1620.6820271826532,-665.3348644967823,Not Anomalous
WSeryc6F,Brand11,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,MOTRX,552.96618,10,2023,0,Oct,121.45267,121.43636169356945,False,140.7325730300751,87.4564080642982,Not Anomalous
L2JpaGBr,Brand3,1,NP,PHARMACY,2023-10-02,Indication4,Oral Market,NBRX,47.6808,10,2023,0,Oct,18.963276,18.96186992592739,False,143.681884303362,13.349748277303245,Not Anomalous
IFJoiRa2,Brand4,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,192.2055,10,2023,1,Oct,48.679092,48.67342476404683,True,392.8787112823734,138.2974840400093,Low
fB2tJ06U,Brand2,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,NBRX,0.0,10,2023,0,Oct,3.6597373,3.6597373485565186,False,59.61108656263379,-0.7628865687145732,Not Anomalous
Wm1hqR5Q,Brand4,1,NP,PHARMACY,2023-10-02,Indication4,Other Market,TRX,63.1499,10,2023,0,Oct,164.22258,164.22071782880008,False,253.76044924300757,-9.994974687054864,Not Anomalous
juc8c4z5,Brand6,1,NP,PHARMACY,2023-10-02,Indication8,Not Available,MOTRX,12.58,10,2023,0,Oct,-11.323644,11.32401463605717,False,19.739871462091248,-5.218142188289328,Not Anomalous
3v0oNeUt,Brand10,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,9.5346,10,2023,0,Oct,33.03188,33.0315982743499,False,75.08999610891607,-9.02668050183291,Not Anomalous
72tHOClP,Brand22,2,PED,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,270.9106,10,2023,1,Oct,298.86334,298.85535383209736,True,154.95284581366096,-64.90609141254717,Low
wCNuETED,Brand37,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,NBRX,0.0,10,2023,1,Oct,4.033041,4.033041000366211,True,153.50303876398684,18.6081492952888,Low
HJPiSPu5,Brand5,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,56.9679,10,2023,0,Oct,79.31776,79.31607681677167,False,143.37394210807065,39.86859400169184,Not Anomalous
1SiQu8yF,Brand11,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,552.96618,10,2023,0,Oct,113.56137,113.5450653068507,False,140.7325730300751,87.4564080642982,Not Anomalous
DVs2c4j8,Brand30,1,PED,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,49.0341492,10,2023,0,Oct,40.21602,40.21457278649303,False,157.98094614774894,-74.92370164492505,Not Anomalous
GDVNhKsz,Brand30,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,246.2881343,10,2023,0,Oct,220.17058,220.16331560271422,False,343.69769611326853,31.167153338722365,Not Anomalous
PTBGK7By,Brand9,2,NP,MEDICAL BENEFIT,2023-10-02,Indication4,IV Market,TRX,345.3545,10,2023,1,Oct,321.18185,321.171670636878,True,24.063739944829447,9.029515897237115,Low
skS6YmlG,Brand4,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,MOTRX,232.4754,10,2023,0,Oct,128.76324,128.75638953050756,False,253.76044924300757,-9.994974687054864,Not Anomalous
D1vgcNP2,Brand8,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,6.8773,10,2023,0,Oct,0.9027213,0.9025184920266975,False,78.59218288487236,-32.18134929435467,Not Anomalous
3HcBgwIa,Brand5,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,6.7655,10,2023,1,Oct,42.80891,42.808710872772636,True,237.79503891207884,127.96392617491718,Low
gl0awF4Q,Brand14,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,0.0,10,2023,0,Oct,-6.0087223,6.008722305297852,False,31.846993441231742,-6.3373699137048884,Not Anomalous
Obu0sWVL,Brand21,1,NP,MEDICAL BENEFIT,2023-10-02,Indication6,Not Available,MOTRX,533.1362,10,2023,1,Oct,561.61194,561.5962176686367,True,172.84274930950252,-16.891442760103352,Low
B2ZWiKOp,Brand24,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,646.9038,10,2023,0,Oct,610.6353,610.6162394211427,False,811.5136623518252,229.6276598318585,Not Anomalous
LuJn7v6t,Brand5,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,86.1377,10,2023,0,Oct,193.87651,193.87397064208366,False,237.79503891207884,127.96392617491718,Not Anomalous
Sk7IMKg0,Brand7,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,1.5037,10,2023,1,Oct,69.859695,69.85965109434567,True,635.8453664229099,364.47708955313334,Low
wOxH3GRz,Brand31,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,60.3238,10,2023,0,Oct,9.74639,9.744611549838911,False,190.9938732612853,9.521170104962119,Not Anomalous
dNQRZaLY,Brand6,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,NBRX,17.205,10,2023,1,Oct,18.599905,18.599397683077694,True,104.1753620551801,70.41738385729965,Low
pFFfT1jl,Brand19,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,TRX,2.7165,10,2023,1,Oct,8.557867,8.557786947610369,True,8.074612179400269,5.332305392621215,Low
3ncRDol6,Brand2,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,5.7866,10,2023,0,Oct,535.1167,535.1165285868793,False,661.4502986383714,301.70721085807037,Not Anomalous
aOZLvYy1,Brand22,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,349.2639,10,2023,1,Oct,385.7285,385.7181862181562,True,375.5928323853961,-111.54087612718035,Low
6pfdQbN1,Brand14,1,NP,PHARMACY,2023-10-02,Indication6,Oral Market,TRX,23.1605,10,2023,0,Oct,204.59293,204.5922430821353,False,322.9545118223428,69.06095090083511,Not Anomalous
5yX6Halt,Brand14,1,NP,PHARMACY,2023-10-02,Indication6,Oral Market,NBRX,2.225,10,2023,1,Oct,12.553685,12.553619578796981,True,322.9545118223428,69.06095090083511,Low
xN24hNVZ,Brand4,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,14.9399,10,2023,1,Oct,-2.12507,2.125510634080863,True,342.84920920789625,37.507714131607685,Low
SrgjwuCy,Brand31,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,NBRX,107.2888,10,2023,0,Oct,52.88287,52.8797060511801,False,89.58288798209841,16.182851458819556,Not Anomalous
mkHwCnNJ,Brand22,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,NBRX,138.0405,10,2023,0,Oct,52.60068,52.59661084753915,False,375.5928323853961,-111.54087612718035,Not Anomalous
E5WkVbRF,Brand30,2,PED,PHARMACY,2023-10-02,Indication5,Not Available,TRX,4395.000108,10,2023,0,Oct,2861.5896,2861.4600024210163,False,10095.03672097255,-4415.422300930661,Not Anomalous
Z0UQyVpp,Brand5,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,342.6159,10,2023,0,Oct,91.632126,91.6220229975557,False,143.37394210807065,39.86859400169184,Not Anomalous
VIR5ZfCC,Brand14,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,27.4777,10,2023,0,Oct,235.73575,235.73493804469592,False,322.9545118223428,69.06095090083511,Not Anomalous
5JYgZS3t,Brand22,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,175.5753,10,2023,0,Oct,93.69753,93.69235539222359,False,154.95284581366096,-64.90609141254717,Not Anomalous
NbkyB9ly,Brand4,1,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,1.4861,10,2023,0,Oct,275.37125,275.3712025166445,False,392.8787112823734,138.2974840400093,Not Anomalous
OvX7Pjei,Brand4,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,NBRX,0.0,10,2023,1,Oct,48.679092,48.67909240722656,True,392.8787112823734,138.2974840400093,Low
Tq5dEJcc,Brand22,2,NP,PHARMACY,2023-10-02,Indication6,Not Available,MOTRX,349.2639,10,2023,0,Oct,295.04254,295.03224261464055,False,375.5928323853961,-111.54087612718035,Not Anomalous
b8macQOC,Brand5,1,NP,PHARMACY,2023-10-02,Indication10,Other Market,MOTRX,21.2335,10,2023,0,Oct,6.7055583,6.70493217901003,False,29.72608121322922,-5.052455791108195,Not Anomalous
j76egsVd,Brand22,1,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,2.7312,10,2023,0,Oct,-0.34071004,0.34079057993268247,False,11.085945650626197,-3.397190028241699,Not Anomalous
f9coyyxc,Brand1,2,NP,PHARMACY,2023-10-02,Indication6,IV Market,NBRX,10.6694,10,2023,0,Oct,4.501577,4.501262287465683,False,56.04531939384237,-10.135956638811756,Not Anomalous
qlaKX25B,Brand41,1,OTHERS,PHARMACY,2023-10-02,Indication11,Not Available,NBRX,4.3719,10,2023,0,Oct,8.349956,8.349826642750948,False,198.92280110371036,-6.434932638993,Not Anomalous
RKXNyFFX,Brand40,2,NP,PHARMACY,2023-10-02,Indication11,Not Available,MOTRX,320.2494,10,2023,0,Oct,99.38801,99.37856479098781,False,312.71430504849684,-126.35250182656388,Not Anomalous
blycqHs0,Brand15,2,NP,PHARMACY,2023-10-02,Indication6,Other Market,TRX,727.8742,10,2023,0,Oct,293.97476,293.95329883490865,False,394.61150048074586,193.32553131434162,Not Anomalous
4RigscJu,Brand8,1,NP,PHARMACY,2023-10-02,Indication6,Not Available,TRX,3.8929,10,2023,0,Oct,23.205477,23.205361969309727,False,78.59218288487236,-32.18134929435467,Not Anomalous
4F3TBt5Y,Brand24,1,NP,PHARMACY,2023-10-02,Indication6,Oral Market,TRX,771.0851,10,2023,0,Oct,527.4036,527.3808881825953,False,811.5136623518252,229.6276598318585,Not Anomalous
ZpXe6CmS,Brand5,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,NBRX,0.0,10,2023,1,Oct,15.966893,15.966893196105957,True,143.37394210807065,39.86859400169184,Low
NE1MHglI,Brand19,2,NP,PHARMACY,2023-10-02,Indication6,Other Market,MOTRX,63.3084,10,2023,0,Oct,111.030464,111.02859737135353,False,145.56598910192105,45.78275776495534,Not Anomalous
Jy9nz5kS,Brand7,2,NP,PHARMACY,2023-10-02,Indication4,Not Available,TRX,133.7455,10,2023,0,Oct,215.01157,215.00762235316066,False,230.65566885792097,199.3593684988015,Not Anomalous
VMdblrPa,Brand22,2,OTHERS,MEDICAL BENEFIT,2023-10-02,Indication11,Not Available,TRX,273.6666,10,2023,1,Oct,261.82858,261.8205130432996,True,154.95284581366096,-64.90609141254717,Low
ejFDOgyV,Brand37,1,PED,PHARMACY,2023-10-02,Indication5,Other Market,TRX,99.9177,10,2023,0,Oct,89.58715,89.58420425913,False,153.50303876398684,18.6081492952888,Not Anomalous
okvBebkl,Brand19,2,NP,PHARMACY,2023-10-02,Indication9,Other Market,NBRX,0.0,10,2023,0,Oct,6.703459,6.703458786010742,False,8.074612179400269,5.332305392621215,Not Anomalous
